learning_rate,warmup_ratio,rank,alpha,dropout,target_modules,trial_id,generation,accuracy
0.00013149109170699792,0.07478215811577414,1.3723962986619052,1.1138215833626255,2.93852014451441,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",1,1,0.798
0.00017951411786392064,0.2599471095619543,2.1053898802294997,0.14868812499597103,0.8723655194663774,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",2,1,0.8225
1.504183423993409e-05,0.594524575553079,3.242923344519821,2.7192579882100514,0.8795580819423798,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",3,1,0.549
0.00016379178676878707,0.01943129143740244,4.021038066645712,3.483715580991252,1.3575995609067877,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",4,1,0.813
0.00019187048371928844,1.006417689886754,0.46280175846693805,0.48261472039898545,3.3815025217263646,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",5,1,0.8225
0.00016335437192213225,2.1818980422145158,2.675778176358957,4.85584766225706,1.5103521650613305,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",6,1,0.8975
0.00016758688620806904,1.8493740595690957,4.299917432550779,2.880987204831243,2.811241626497545,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",7,1,0.796
5.3300672373793904e-05,0.8652700111703004,0.3981619648489012,1.1616265229415406,0.4029957033448192,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",8,1,0.677
0.00013078004441023606,1.0908482151205519,1.8472030259132444,1.0454400835497235,1.0652415099759625,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",9,1,0.807
0.00013312672319685278,1.8213017069442947,0.8539818545085041,3.6383427217722426,0.6519759501100943,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",10,1,0.86
0.00019800943662095312,1.9135992819637377,2.7791792214354847,3.4162251124394745,3.3629791615573406,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",11,1,0.887
5.351913367317983e-05,0.09597972927307291,1.5741107098148188,1.3360269711187567,0.8418215459094426,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",12,1,0.669
0.00017650984902980709,0.940886863587449,3.2706389398214517,1.9742031862927147,3.649044883064769,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",13,1,0.8375
6.032723163462997e-05,0.7374162480050106,2.8012269894741224,1.311080626529447,2.332498100991927,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",14,1,0.6895
8.588609597667548e-05,0.6557690698802772,4.9777126564106,2.542536205445558,0.36272855457343767,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",15,1,0.6965
3.083333476662524e-05,1.8760636646922393,3.952476028171191,2.1065782343304233,0.25347554754630897,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",16,1,0.651
0.0001992630622456184,1.5820518918464197,4.8456811042919545,4.295290714150146,0.04580927755185035,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",17,1,0.89
0.00013952497011504922,1.6055412879222977,1.3314576978631885,3.1983993749132424,0.445093172647547,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",18,1,0.862
9.620750420254923e-05,2.8519096232880297,4.370506172487189,1.3143113632479428,1.9973385910706905,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",19,1,0.708
0.0001833992894755159,2.602850523811933,1.4892395093286783,3.188357979381366,2.4297911436383077,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",20,1,0.8215
0.0002,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",21,1,0.8915
0.00017951411786392064,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",22,1,0.8845
8.565595134328385e-05,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",23,1,0.852
0.00016379178676878707,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin']",24,1,0.818
0.00017418496817427466,0.0,8.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",25,1,0.8875
0.00016335437192213225,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin']",26,1,0.8245
0.00016758688620806904,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",27,1,0.8925
0.00018515739892405192,0.0,8.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",28,1,0.892
0.00010552528333430402,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",29,1,0.8615
0.00010940182442948393,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",30,1,0.867
0.0002,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",31,1,0.898
0.0002,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",32,1,0.896
0.0002,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",33,1,0.896
6.032723163462997e-05,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",34,1,0.802
0.00014255881244804958,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",35,1,0.8895
3.083333476662524e-05,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",36,1,0.699
0.0002,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",37,1,0.897
0.00013952497011504922,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",38,1,0.878
0.00018771639137917762,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin']",39,1,0.833
0.0001833992894755159,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin']",40,1,0.833
0.0002,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",41,2,0.8915
0.0002,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",42,2,0.8915
8.565595134328385e-05,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",43,2,0.8355
0.0001634689408915567,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin']",44,2,0.8215
0.00017418496817427466,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",45,2,0.9
0.00016335437192213225,0.0,8.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",46,2,0.877
0.00016758688620806904,0.0,8.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",47,2,0.8845
0.0002,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",48,2,0.8995
0.00016922875747664554,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",49,2,0.891
0.00010940182442948393,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",50,2,0.871
0.0002,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",51,2,0.8995
0.00018230541570800208,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",52,2,0.8955
0.0002,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",53,2,0.894
6.032723163462997e-05,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",54,2,0.7925
0.0002,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",55,2,0.9015
0.0001370659175107822,0.0,8.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",56,2,0.873
0.0002,0.0,24.0,96.0,0.0,"['q_lin', 'v_lin', 'ffn.lin1', 'ffn.lin2']",57,2,0.891
